claim_id,claim_date,claim_report_date,policy_id,vehicle_age_years,claim_amount,days_to_report,previous_claims,city,garage_type,accident_type,fraud_flag
482,2024-05-07 00:00:00,2024-05-09 00:00:00,1606,2,138514.06,2,0,Chennai,Authorized,Theft,0
483,2024-06-08 00:00:00,2024-07-05 00:00:00,1098,12,160516.17,27,0,Mumbai,Local,Fire,1
484,2024-03-24 00:00:00,2024-04-14 00:00:00,1699,3,41629.75,21,0,Hyderabad,Local,Collision,1
485,2024-05-31 00:00:00,2024-07-08 00:00:00,1992,3,35161.55,38,3,Bangalore,Local,Theft,1
486,2024-05-19 00:00:00,2024-06-03 00:00:00,1115,1,22704.43,15,0,Mumbai,Authorized,Fire,0
487,2024-06-26 00:00:00,2024-07-17 00:00:00,1190,8,128013.19,21,2,Hyderabad,Authorized,Fire,1
488,2024-06-11 00:00:00,2024-06-21 00:00:00,1252,8,141882.19,10,4,Mumbai,Authorized,Theft,1
489,2024-05-03 00:00:00,2024-05-26 00:00:00,1980,11,8254.06,23,2,Pune,Authorized,Theft,1
490,2024-02-02 00:00:00,2024-03-12 00:00:00,1927,9,187370.02,39,0,Mumbai,Local,Fire,1
491,2024-06-09 00:00:00,2024-06-14 00:00:00,1982,5,12290.31,5,2,Chennai,Authorized,Theft,0
492,2024-06-27 00:00:00,2024-06-28 00:00:00,1160,14,109176.67,1,0,Hyderabad,Local,Flood,0
493,2024-06-19 00:00:00,2024-07-02 00:00:00,1255,3,142393.98,13,3,Bangalore,Authorized,Theft,1
494,2024-04-10 00:00:00,2024-05-01 00:00:00,1322,5,174451.89,21,2,Bangalore,Authorized,Theft,1
495,2024-01-12 00:00:00,2024-02-07 00:00:00,1127,5,143389.21,26,3,Hyderabad,Local,Theft,1
496,2024-03-07 00:00:00,2024-03-28 00:00:00,1017,19,160742.16,21,3,Chennai,Local,Fire,1
497,2024-03-05 00:00:00,2024-03-23 00:00:00,1792,14,69211.14,18,1,Delhi,Authorized,Flood,0
498,2024-06-09 00:00:00,2024-07-16 00:00:00,1734,4,163335.37,37,0,Mumbai,Authorized,Collision,1
499,2024-06-16 00:00:00,2024-07-18 00:00:00,1565,13,17862.74,32,4,Chennai,Authorized,Collision,1
500,2024-03-14 00:00:00,2024-04-19 00:00:00,1569,10,179173.7,36,0,Pune,Authorized,Flood,1
501,2024-02-12 00:00:00,2024-02-29 00:00:00,1322,18,110423.29,17,4,Hyderabad,Authorized,Flood,1
502,2024-02-13 00:00:00,2024-03-19 00:00:00,1871,8,163824.96,35,0,Mumbai,Authorized,Flood,1
503,2024-01-29 00:00:00,2024-02-09 00:00:00,1685,8,91559.02,11,3,Bangalore,Authorized,Fire,1
504,2024-05-20 00:00:00,2024-06-10 00:00:00,1791,7,129428.38,21,2,Delhi,Local,Collision,1
505,2024-01-12 00:00:00,2024-02-07 00:00:00,1625,8,106227.73,26,2,Pune,Authorized,Flood,1
506,2024-04-04 00:00:00,2024-04-08 00:00:00,1287,14,146854.73,4,1,Bangalore,Authorized,Fire,0
507,2024-02-15 00:00:00,2024-03-20 00:00:00,1942,19,18162.74,34,4,Hyderabad,Authorized,Collision,1
508,2024-05-09 00:00:00,2024-05-27 00:00:00,1853,6,13949.71,18,4,Mumbai,Local,Theft,1
509,2024-02-04 00:00:00,2024-03-15 00:00:00,1662,1,50926.44,40,4,Hyderabad,Local,Fire,1
510,2024-03-21 00:00:00,2024-04-25 00:00:00,1961,15,33589.85,35,3,Mumbai,Authorized,Collision,1
511,2024-03-30 00:00:00,2024-05-10 00:00:00,1638,1,174613.15,41,4,Chennai,Local,Fire,1
512,2024-01-08 00:00:00,2024-02-06 00:00:00,1154,17,45404.37,29,2,Delhi,Authorized,Collision,1
513,2024-04-02 00:00:00,2024-05-01 00:00:00,1489,1,195221.32,29,3,Chennai,Authorized,Collision,1
514,2024-06-02 00:00:00,2024-07-10 00:00:00,1385,15,68705.37,38,0,Chennai,Authorized,Theft,1
515,2024-03-30 00:00:00,2024-05-11 00:00:00,1985,2,38059.35,42,4,Hyderabad,Authorized,Fire,1
516,2024-06-10 00:00:00,2024-07-01 00:00:00,1784,14,158360.3,21,4,Delhi,Local,Flood,1
517,2024-04-24 00:00:00,2024-06-05 00:00:00,1103,8,132424.14,42,0,Mumbai,Local,Theft,1
518,2024-04-14 00:00:00,2024-04-27 00:00:00,1928,8,100642.75,13,4,Mumbai,Authorized,Theft,1
519,2024-05-14 00:00:00,2024-06-24 00:00:00,1392,19,111961.98,41,0,Pune,Local,Collision,1
520,2024-02-27 00:00:00,2024-03-15 00:00:00,1810,7,144401.95,17,3,Bangalore,Authorized,Flood,1
521,2024-04-23 00:00:00,2024-05-02 00:00:00,1245,19,47234.04,9,2,Pune,Authorized,Fire,0
522,2024-03-15 00:00:00,2024-04-25 00:00:00,1175,6,199274.12,41,0,Pune,Authorized,Flood,1
523,2024-06-05 00:00:00,2024-06-06 00:00:00,1038,6,195009.05,1,1,Mumbai,Authorized,Flood,0
524,2024-04-29 00:00:00,2024-05-01 00:00:00,1476,3,130764.49,2,0,Hyderabad,Authorized,Flood,0
525,2024-06-12 00:00:00,2024-07-11 00:00:00,1681,7,41509.41,29,4,Chennai,Authorized,Flood,1
526,2024-01-21 00:00:00,2024-02-23 00:00:00,1758,19,136685.19,33,3,Chennai,Authorized,Flood,1
527,2024-06-12 00:00:00,2024-06-22 00:00:00,1537,8,16295.28,10,3,Chennai,Authorized,Collision,1
528,2024-05-17 00:00:00,2024-06-26 00:00:00,1866,10,8069.2,40,0,Delhi,Local,Collision,1
529,2024-04-10 00:00:00,2024-05-01 00:00:00,1817,15,53021.21,21,2,Mumbai,Authorized,Theft,1
530,2024-05-31 00:00:00,2024-06-28 00:00:00,1920,15,93599.35,28,1,Hyderabad,Local,Collision,1
531,2024-06-25 00:00:00,2024-07-06 00:00:00,1407,1,173917.96,11,3,Delhi,Authorized,Theft,1
532,2024-04-08 00:00:00,2024-05-12 00:00:00,1524,7,145979.48,34,4,Bangalore,Local,Theft,1
533,2024-02-05 00:00:00,2024-02-13 00:00:00,1827,4,149055.89,8,4,Hyderabad,Local,Fire,1
534,2024-04-05 00:00:00,2024-04-27 00:00:00,1505,6,86247.68,22,2,Pune,Local,Flood,1
535,2024-05-31 00:00:00,2024-06-08 00:00:00,1902,1,70495.13,8,3,Hyderabad,Authorized,Collision,1
536,2024-05-30 00:00:00,2024-06-14 00:00:00,1824,5,75465.68,15,0,Hyderabad,Local,Fire,0
537,2024-02-06 00:00:00,2024-02-23 00:00:00,1035,1,197554.61,17,4,Chennai,Authorized,Collision,1
538,2024-01-12 00:00:00,2024-02-04 00:00:00,1684,4,9941.62,23,2,Hyderabad,Authorized,Theft,1
539,2024-04-22 00:00:00,2024-05-16 00:00:00,1019,2,173672.24,24,3,Pune,Authorized,Collision,1
540,2024-01-13 00:00:00,2024-02-01 00:00:00,1320,10,116577.73,19,3,Pune,Authorized,Flood,1
541,2024-01-23 00:00:00,2024-01-28 00:00:00,1775,5,88845.85,5,3,Mumbai,Authorized,Theft,1
542,2024-04-08 00:00:00,2024-05-10 00:00:00,1511,10,145601.02,32,3,Hyderabad,Local,Theft,1
543,2024-04-14 00:00:00,2024-05-28 00:00:00,1399,1,98360.45,44,3,Chennai,Local,Fire,1
544,2024-01-30 00:00:00,2024-01-31 00:00:00,1653,6,174937.8,1,4,Hyderabad,Authorized,Flood,1
545,2024-01-17 00:00:00,2024-02-09 00:00:00,1971,13,180338.97,23,2,Bangalore,Local,Theft,1
546,2024-04-22 00:00:00,2024-05-29 00:00:00,1882,15,85500.74,37,3,Bangalore,Authorized,Flood,1
547,2024-03-02 00:00:00,2024-03-10 00:00:00,1470,4,56811.9,8,1,Chennai,Local,Collision,0
548,2024-03-24 00:00:00,2024-04-06 00:00:00,1142,13,119285.37,13,1,Mumbai,Authorized,Flood,0
549,2024-04-21 00:00:00,2024-04-29 00:00:00,1091,15,182647.94,8,2,Mumbai,Authorized,Theft,0
550,2024-03-26 00:00:00,2024-04-18 00:00:00,1353,8,43711.11,23,0,Pune,Local,Fire,1
551,2024-05-20 00:00:00,2024-07-02 00:00:00,1833,5,125347.38,43,0,Pune,Local,Theft,1
552,2024-01-19 00:00:00,2024-01-20 00:00:00,1799,15,127048.92,1,0,Delhi,Local,Flood,0
553,2024-06-25 00:00:00,2024-07-19 00:00:00,1726,4,147156.38,24,1,Chennai,Local,Flood,1
554,2024-04-09 00:00:00,2024-05-14 00:00:00,1958,12,28050.4,35,0,Hyderabad,Local,Theft,1
555,2024-05-19 00:00:00,2024-06-12 00:00:00,1853,13,143733.34,24,4,Chennai,Local,Flood,1
556,2024-05-26 00:00:00,2024-06-12 00:00:00,1050,2,181988.44,17,3,Delhi,Local,Collision,1
557,2024-03-16 00:00:00,2024-03-21 00:00:00,1664,19,37577.26,5,1,Pune,Local,Theft,0
558,2024-01-09 00:00:00,2024-01-29 00:00:00,1697,19,49033.58,20,2,Chennai,Authorized,Fire,0
559,2024-01-28 00:00:00,2024-02-18 00:00:00,1574,4,194336.23,21,2,Chennai,Local,Theft,1
560,2024-05-07 00:00:00,2024-06-16 00:00:00,1189,4,37833.44,40,3,Pune,Authorized,Collision,1
561,2024-02-21 00:00:00,2024-03-23 00:00:00,1124,11,171168.25,31,1,Delhi,Local,Collision,1
562,2024-03-23 00:00:00,2024-04-28 00:00:00,1149,5,99471.02,36,0,Pune,Local,Collision,1
563,2024-04-20 00:00:00,2024-05-01 00:00:00,1313,11,50951.75,11,0,Mumbai,Local,Collision,0
564,2024-05-23 00:00:00,2024-06-07 00:00:00,1569,10,174408.48,15,4,Hyderabad,Local,Collision,1
565,2024-04-26 00:00:00,2024-05-15 00:00:00,1341,8,90170.44,19,4,Pune,Local,Fire,1
566,2024-03-09 00:00:00,2024-03-16 00:00:00,1304,6,103933.84,7,0,Delhi,Authorized,Flood,0
567,2024-04-08 00:00:00,2024-05-06 00:00:00,1691,6,73128.21,28,2,Bangalore,Local,Collision,1
568,2024-05-19 00:00:00,2024-07-01 00:00:00,1681,8,119404.27,43,2,Mumbai,Authorized,Collision,1
569,2024-01-25 00:00:00,2024-01-30 00:00:00,1837,15,34377.73,5,4,Bangalore,Authorized,Theft,1
570,2024-06-28 00:00:00,2024-07-03 00:00:00,1782,14,79434.14,5,3,Pune,Authorized,Fire,1
571,2024-05-02 00:00:00,2024-06-01 00:00:00,1053,11,193943.64,30,0,Mumbai,Authorized,Fire,1
572,2024-02-22 00:00:00,2024-03-25 00:00:00,1443,12,53110.42,32,4,Hyderabad,Authorized,Flood,1
573,2024-05-30 00:00:00,2024-06-07 00:00:00,1612,13,132033.86,8,4,Pune,Local,Fire,1
574,2024-05-23 00:00:00,2024-06-02 00:00:00,1992,8,66387.63,10,0,Hyderabad,Authorized,Theft,0
575,2024-02-26 00:00:00,2024-04-04 00:00:00,1263,18,155147.68,38,0,Chennai,Authorized,Theft,1
576,2024-02-08 00:00:00,2024-03-11 00:00:00,1052,1,27912.98,32,2,Bangalore,Authorized,Flood,1
577,2024-04-18 00:00:00,2024-05-16 00:00:00,1571,15,194024.57,28,3,Mumbai,Authorized,Theft,1
578,2024-02-11 00:00:00,2024-02-28 00:00:00,1619,8,91850.33,17,3,Hyderabad,Local,Collision,1
579,2024-06-15 00:00:00,2024-07-16 00:00:00,1004,11,48737.99,31,0,Delhi,Authorized,Collision,1
580,2024-05-21 00:00:00,2024-05-29 00:00:00,1102,12,16552.36,8,1,Hyderabad,Authorized,Theft,0
581,2024-05-01 00:00:00,2024-06-10 00:00:00,1195,12,35612.07,40,4,Delhi,Authorized,Flood,1
582,2024-05-12 00:00:00,2024-06-06 00:00:00,1773,4,104915.24,25,4,Pune,Authorized,Fire,1
583,2024-06-11 00:00:00,2024-06-20 00:00:00,1876,16,68726.63,9,0,Mumbai,Authorized,Flood,0
584,2024-03-15 00:00:00,2024-03-17 00:00:00,1991,4,166118.91,2,1,Hyderabad,Authorized,Fire,0
585,2024-05-25 00:00:00,2024-06-09 00:00:00,1883,5,87315.73,15,2,Hyderabad,Local,Theft,0
586,2024-03-16 00:00:00,2024-03-19 00:00:00,1349,5,51245.43,3,0,Mumbai,Local,Theft,0
587,2024-01-09 00:00:00,2024-02-14 00:00:00,1046,8,124194.71,36,0,Hyderabad,Authorized,Collision,1
588,2024-03-14 00:00:00,2024-03-18 00:00:00,1866,10,141941.89,4,4,Delhi,Local,Fire,1
589,2024-05-24 00:00:00,2024-06-07 00:00:00,1822,17,35074.3,14,0,Hyderabad,Authorized,Flood,0
590,2024-01-07 00:00:00,2024-02-17 00:00:00,1935,9,35188.6,41,0,Bangalore,Authorized,Theft,1
591,2024-06-22 00:00:00,2024-08-02 00:00:00,1819,19,9260.94,41,0,Pune,Local,Flood,1
592,2024-05-20 00:00:00,2024-06-14 00:00:00,1655,14,147807.6,25,4,Chennai,Authorized,Collision,1
593,2024-06-16 00:00:00,2024-06-26 00:00:00,1268,8,133433.3,10,2,Delhi,Local,Fire,0
594,2024-06-18 00:00:00,2024-07-09 00:00:00,1369,9,95976.91,21,2,Bangalore,Authorized,Fire,1
595,2024-05-16 00:00:00,2024-06-21 00:00:00,1635,11,169145.75,36,0,Pune,Authorized,Theft,1
596,2024-06-26 00:00:00,2024-07-08 00:00:00,1105,1,161522.69,12,4,Mumbai,Authorized,Fire,1
597,2024-01-27 00:00:00,2024-02-23 00:00:00,1669,14,117900.16,27,2,Delhi,Local,Theft,1
598,2024-05-01 00:00:00,2024-06-10 00:00:00,1658,5,173917.71,40,2,Chennai,Local,Collision,1
599,2024-01-05 00:00:00,2024-01-07 00:00:00,1656,14,42756.56,2,2,Pune,Local,Fire,0
600,2024-01-29 00:00:00,2024-02-11 00:00:00,1119,4,24160.08,13,4,Chennai,Authorized,Theft,1
